Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_0000ArG2g16oiajqIiYCG2,18-02-2025,23:09:31,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArGy5PI9dfat0EVrph,19-02-2025,09:52:47,Pot transfer,Holiday Pot,,Savings,300,GBP,300,GBP,,,,,,,300
tx_0000ArGyHoyxwpdhmXHCCX,19-02-2025,09:55:02,Monzo-to-Monzo,Rakshanda Ranadive,,General,-100,GBP,-100,GBP,Train Fare,,,,,-100,
tx_0000ArGz6JGZcvW0BXaSCP,19-02-2025,10:04:09,Faster payment,Remitly UK,,General,-185.3,GBP,-185.3,GBP,R89589976493,,,R89589976493,,-185.3,
tx_0000ArH0xl9In34V3GNCHB,19-02-2025,10:25:01,Card payment,Grind,☕,Eating out,0,GBP,0,GBP,Active card check,,,GRIND & CO             +442074907490 GBR,,0,
tx_0000ArH0y6kwSHqzbdLPgA,19-02-2025,10:25:05,Card payment,Grind,☕,Eating out,-31.61,GBP,-31.61,GBP,,,,GRIND & CO             +442074907490 GBR,,-31.61,
tx_0000ArHXSYQ7MVo8shbBbN,19-02-2025,16:29:09,Card payment,Human Forest,🚗,Transport,-3,GBP,-3,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-3,
tx_0000ArHXts4OPhOHF2VJk9,19-02-2025,16:34:05,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArHY1gZJ3jVwGJiQNt,19-02-2025,16:35:30,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArJL96SCJ49eR4W4ZO,20-02-2025,13:20:30,Pot transfer,Holiday Pot,,Savings,40,GBP,40,GBP,,,,,,,40
tx_0000ArJLEg4PJTtldUDVFC,20-02-2025,13:21:36,Card payment,Google,💻,Entertainment,0,GBP,0,USD,Active card check,,,GOOGLE *ANDROID TEMP   g.co/helppay# USA,,0,
tx_0000ArJLG6rjApdd1vy8Kw,20-02-2025,13:21:51,Card payment,Klarna,💳,Bills,0,GBP,0,GBP,Active card check,,,KLARNA                 LONDON        GBR,,0,
tx_0000ArJZE5HJVGRpe2Ej9l,20-02-2025,15:58:22,Card payment,Klarna,💳,Bills,-35.33,GBP,-35.33,GBP,,,,KLARNA*KLARNA SHOPPI   LONDON        GBR,,-35.33,
tx_0000ArQBCOYjoAAvn9lDVJ,23-02-2025,20:32:07,Pot transfer,Holiday Pot,,Savings,30,GBP,30,GBP,,,,,,,30
tx_0000ArQBESz4KOvUOiLZ5d,23-02-2025,20:32:29,Card payment,Google,💻,Entertainment,0,GBP,0,USD,Active card check,,,GOOGLE *ANDROID TEMP   cc@google.com USA,,0,
tx_0000ArQBFf290t6KslU0un,23-02-2025,20:32:42,Card payment,Deliveroo,🍝🦘,Eating out,0,GBP,0,GBP,Active card check,,,DELIVEROO              +442036999977 GBR,,0,
tx_0000ArQBOSGVr4HZWQWTdx,23-02-2025,20:34:18,Card payment,Deliveroo,🍝🦘,Eating out,-20.4,GBP,-20.4,GBP,,,,DELIVEROO              +442036999977 GBR,,-20.4,
tx_0000ArRk4TsxoR4HRKBbJC,24-02-2025,14:37:34,Pot transfer,Holiday Pot,,Savings,20,GBP,20,GBP,,,,,,,20
tx_0000ArRkKfqX6toQdXVbiD,24-02-2025,14:40:30,Pot transfer,Holiday Pot,,Savings,20,GBP,20,GBP,,,,,,,20
tx_0000ArRlNMo4SKYYzIOXY1,24-02-2025,14:52:12,Card payment,Klarna,💳,Bills,-16,GBP,-16,GBP,,,,Klarna*klarna shoppi   London        GBR,,-16,
tx_0000ArRv4N3iICQnBzIKZO,24-02-2025,16:40:49,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArRvC3Ygg96XeARdYY,24-02-2025,16:42:12,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArSZ2kaFqxGJ0y49th,25-02-2025,00:08:43,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArSZCvrml7DKu47ZKL,25-02-2025,00:10:34,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArTy69RaZWAvJsLxEP,25-02-2025,16:24:10,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArTyHNxCxr46tsU0Wp,25-02-2025,16:26:12,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArTyiSRMOOAxEvVo6j,25-02-2025,16:31:06,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArTyp5WXzdIzGJsaJP,25-02-2025,16:32:17,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArXdhFr0NjLBiMiLSb,27-02-2025,10:54:25,Card payment,Klarna,💳,Bills,16,GBP,16,GBP,,,,Klarna*klarna shoppi   London        GBR,,,16
tx_0000ArYZ67ZW0Rht6ZJRMg,27-02-2025,21:37:36,Bacs (Direct Credit),Accor Hotels,,Income,1439.85,GBP,1439.85,GBP,2193    01013514,,,2193    01013514,,,1439.85
tx_0000ArYZUUzIb8yyUm0ojJ,27-02-2025,21:42:00,Faster payment,Atharv Yenpure,,Rent,-1050,GBP,-1050,GBP,Feb Rent,,,Feb Rent,,-1050,
tx_0000ArYZarwo9Av2uCEFUn,27-02-2025,21:43:09,Pot transfer,Holiday Pot,,Savings,-350,GBP,-350,GBP,,,,,,-350,
tx_0000ArZJQuJh50KsssfoMD,28-02-2025,06:16:47,monzo_paid,,,Bills,-7,GBP,-7,GBP,,,,Perks,,-7,
tx_0000ArZaTb68glmUOqAiBt,28-02-2025,09:27:45,Card payment,Uber,🚖,Transport,0,GBP,0,GBP,Active card check,Aldgate Tower First Floor,,Uber UK Rides          London        GBR,,0,
tx_0000ArZaX5khArHaYfA8xN,28-02-2025,09:28:23,Card payment,Uber,🚖,Transport,-17.56,GBP,-17.56,GBP,,2 Leman Street,,UBER * PENDING         London        GBR,,-17.56,
tx_0000ArZfXegXnFKYFi0hvd,28-02-2025,10:24:31,Card payment,Uber,🚖,Transport,-17.6,GBP,-17.6,GBP,,Aldgate Tower First Floor,,UBER   *TRIP           London        GBR,,-17.6,
tx_0000ArZfbWywNMeLWGSmvJ,28-02-2025,10:25:13,Card payment,Uber,🚖,Transport,17.56,GBP,17.56,GBP,,2 Leman Street,,UBER * PENDING         London        GBR,,,17.56
tx_0000ArZvBPkgEVGs20lvHt,28-02-2025,13:19:46,Faster payment,RENAKE A,,Transfers,500,GBP,500,GBP,Internal,,,Internal,,,500
tx_0000ArZvcEqAuR7vt6E8ji,28-02-2025,13:24:37,Pot transfer,Holiday Pot,,Savings,-500,GBP,-500,GBP,,,,,,-500,
tx_0000AraIV1h7gXJqEBkrXl,28-02-2025,17:39:22,Card payment,Sutton And Sons,🥩,Shopping,-20,GBP,-20,GBP,,90 Stoke Newington High Street,,Sutton and sons        London        GBR,,-20,
tx_0000AraTUqDfRqKj0MKFRz,28-02-2025,19:44:15,Card payment,Transport for London,🚆,Transport,-3.8,GBP,-3.8,GBP,"Travel charge for Friday, 28 Feb","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-3.8,
tx_0000ArcHp75zbOFnLLrsxN,01-03-2025,16:42:53,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArcHyaU3huMaMlrFLe,01-03-2025,16:44:36,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArcwzpxTkrgJzPVHfN,02-03-2025,00:24:14,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArcxAFRZr6T11FEyCA,02-03-2025,00:26:06,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArgA5MmD2xGcWZFH6I,03-03-2025,13:35:01,Card payment,Deliveroo,🍝🦘,Eating out,0,GBP,0,GBP,Active card check,,,DELIVEROO              +442036999977 GBR,,0,
tx_0000ArgA6LZZ0aD41j4Bur,03-03-2025,13:35:12,Card payment,Deliveroo,🍝🦘,Eating out,-11.58,GBP,-11.58,GBP,,,,DELIVEROO              +442036999977 GBR,,-11.58,
tx_0000ArgJgYXFBrS5z1d06M,03-03-2025,15:22:35,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArgJrWqDpREqef6u37,03-03-2025,15:24:34,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArgV8Wqi9RGWpvG0Q5,03-03-2025,17:30:54,Card payment,Deliveroo,🍝🦘,Eating out,11.58,GBP,11.58,GBP,,,,DELIVEROO              +442036999977 GBR,,,11.58
tx_0000ArgzA433CWTE1vshdZ,03-03-2025,23:07:20,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArgzGQaKK5AdYud4TZ,03-03-2025,23:08:29,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AriR2rFzLsooTIZGin,04-03-2025,15:54:29,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AriRDuiiocOSva4TIq,04-03-2025,15:56:29,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arj6VaTMvksYKomg2z,04-03-2025,23:39:05,Card payment,Human Forest,🚗,Transport,-6,GBP,-6,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-6,
tx_0000Arj8lHikcKOiibakyH,05-03-2025,00:04:19,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arj8vDEEAs7DCr7Q5D,05-03-2025,00:06:07,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArjqJkDFUHXjn6IUPC,05-03-2025,08:12:22,Faster payment,Apurv Renake,,Bills,-25,GBP,-25,GBP,Gas Elect,,,Gas Elect,,-25,
tx_0000ArkbbSYcZ0lEbI8N1d,05-03-2025,17:02:12,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arkbhxt6zTlKZpUBxh,05-03-2025,17:03:23,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArkgmljO7HWf3zmrb8,05-03-2025,18:00:16,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arkgstmj5L1k8L1N5f,05-03-2025,18:01:23,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArkiyO7tu51JEpvA81,05-03-2025,18:24:47,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arkj6KH86ceWJATGcr,05-03-2025,18:26:13,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arkjhaklnshh6oloP3,05-03-2025,18:32:57,Card payment,Tesco,🍏 ,Groceries,-1,GBP,-1,GBP,,Jamaica Road,,TESCO STORES 4359      LONDON        GBR,,-1,
tx_0000ArknrlgePJbMd0RU9J,05-03-2025,19:19:37,Pot transfer,Holiday Pot,,Savings,60,GBP,60,GBP,,,,,,,60
tx_0000ArkoOA6d9ZAcGKWVyz,05-03-2025,19:25:28,Card payment,British Gas,🇬🇧💨,Bills,-60,GBP,-60,GBP,,Maidenhead Road,,BRITISH GAS ENERGY     WINDSOR       GBR,,-60,
tx_0000ArmYPidb2aaJQbQmHZ,06-03-2025,15:35:53,Pot transfer,Holiday Pot,,Savings,485,GBP,485,GBP,,,,,,,485
tx_0000ArmYSBMtBzRkVJItxR,06-03-2025,15:36:20,Faster payment,Apurv Renake,,Family,-485,GBP,-485,GBP,Revolute Self,,,Revolute Self,,-485,
tx_0000Armj3Xii3BNngsBgqw,06-03-2025,17:35:08,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Armj9iw5GOfdXNJmoj,06-03-2025,17:36:15,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArmmBjAzdjdQcs4MsM,06-03-2025,18:10:14,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArmmInjB7ITy5uPjBB,06-03-2025,18:11:31,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArnCd6yzpkbb9KbhNC,06-03-2025,23:06:31,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArnCkwdACsHS4GB9kI,06-03-2025,23:07:56,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Aro38GdXBbDotTNM5x,07-03-2025,08:54:48,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Aro3H9rljAxBBjj9Iv,07-03-2025,08:56:25,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AroXHow61pC1nR4ohV,07-03-2025,14:32:41,Card payment,Wing Stop,🍽,Eating out,-9.75,GBP,-9.75,GBP,,12 Kingsland High Street,,WING STOP              LONDON        GBR,,-9.75,
tx_0000AroosVLjVnsJtmEnNx,07-03-2025,17:49:48,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arop03K9aruQAdMpHO,07-03-2025,17:51:10,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arr9XmUt34xgzxDauv,08-03-2025,20:50:47,Pot transfer,Holiday Pot,,Savings,86,GBP,86,GBP,,,,,,,86
tx_0000Arr9g36rATzTYAY03t,08-03-2025,20:52:16,Card payment,Hyderabadi Bawarchi,🍽,Eating out,-3.02,GBP,-3.02,GBP,,9 Ron Leighton Way,,Hyderabadi Bawarchi    London        GBR,,-3.02,
tx_0000ArsNzZSAjQhhFcVGfB,09-03-2025,11:07:23,Card payment,Poundland,💵,Groceries,-3.5,GBP,-3.5,GBP,,193-221 Southwark Park Road,,POUNDLAND LTD - 2160   BERMONDSEY    GBR,,-3.5,
tx_0000ArsOaobZMTnPpam7ur,09-03-2025,11:14:07,Card payment,Tesco,🍏 ,Groceries,-2.5,GBP,-2.5,GBP,,186-188 Southwark Park Road,,TESCO-STORES 6070      BERMONDSEY    GBR,,-2.5,
tx_0000ArsbgYoqGTgLap7ZeF,09-03-2025,13:40:49,Card payment,Transport for London,🚆,Transport,-3.4,GBP,-3.4,GBP,"Travel charge for Saturday, 8 Mar",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.4,
tx_0000Arsj9a5lJJkVHgQhSU,09-03-2025,15:04:30,Card payment,Klarna,💳,Bills,-35.67,GBP,-35.67,GBP,,,,Klarna*amazon          London        GBR,,-35.67,
tx_0000AruLl4s3pRJqNKA7gf,10-03-2025,09:51:47,Card payment,Human Forest,🚗,Transport,-6,GBP,-6,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-6,
tx_0000AruMSF8ZXCWRBwfBPF,10-03-2025,09:59:35,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AruMclXbudfaRc31N4,10-03-2025,10:01:29,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AruNMaBAUKk3wqK8Rt,10-03-2025,10:09:45,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AruNW4dWcNJOH3NLSD,10-03-2025,10:11:28,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AruNm5PLWBEzf4hwji,10-03-2025,10:14:22,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AruNxFOCkNNA4VzsJ8,10-03-2025,10:16:12,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arug93DbceaQcHEcCY,10-03-2025,13:40:13,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArugJUo9tqelgLcoAk,10-03-2025,13:42:06,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArugXU3NVBJykncIs5,10-03-2025,13:44:37,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArugfDLLVvCd5AaOvp,10-03-2025,13:46:01,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArumHuUk1d4cfd9zEX,10-03-2025,14:49:02,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArumQN0PuFhwzJ7UTi,10-03-2025,14:50:34,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArvPOMzEu1Jf0zOPFi,10-03-2025,22:07:12,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArvPYvwNncjc4zbNhK,10-03-2025,22:09:07,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arx1B3QiII39vLH6xu,11-03-2025,16:45:18,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arx1IDzpPHcuE1HsQL,11-03-2025,16:46:36,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arx1RH6dDLBfSH9FBJ,11-03-2025,16:48:14,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arx1YmjM27lwXN8oPT,11-03-2025,16:49:35,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArxeaWQTWKYaRysV7b,12-03-2025,00:06:54,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000ArxekuQl7vRBnLxoyR,12-03-2025,00:08:47,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000Arxips1tsecLDU0CLx,12-03-2025,00:54:29,Faster payment,Rikitha Sudha,,Eating out,-24,GBP,-24,GBP,8th march Food,,,8th march Food,,-24,
tx_0000AryiTi7AG4GIS0BtZ4,12-03-2025,12:25:12,Pot transfer,Holiday Pot,,Savings,30,GBP,30,GBP,,,,,,,30
tx_0000AryiWnsbHQexD6RNrd,12-03-2025,12:25:45,Faster payment,Apurv Renake,,Expenses,-25,GBP,-25,GBP,Revolute Self,,,Revolute Self,,-25,
tx_0000Arz5u4SC7dMsQX9qwU,12-03-2025,16:47:41,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arz62CbrgLsDt5yjUv,12-03-2025,16:49:09,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000ArzgXSxGYdubklaQcL,12-03-2025,23:38:11,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000Arzgf5wE19MI448znl,12-03-2025,23:39:33,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000As12GoCyg3hgM1HL3h,13-03-2025,15:16:23,Card payment,Tariq Halal Meats,🥩,Groceries,-9.39,GBP,-9.39,GBP,,286 Old Kent Road,,Tariq Halal Meats      London        GBR,,-9.39,
tx_0000As177r6z0rHEU0HeqI,13-03-2025,16:10:48,Card payment,Runa,💼,General,-44.94,GBP,-44.94,GBP,,51 Eastcheap,,Runa Network Limited   London        GBR,,-44.94,
tx_0000As19QkArELPp5pRU6T,13-03-2025,16:36:37,Pot transfer,Holiday Pot,,Savings,70,GBP,70,GBP,,,,,,,70
tx_0000As1GleUYFfE7yl7hI2,13-03-2025,17:58:50,Card payment,Tesco,🍏 ,Groceries,-2.8,GBP,-2.8,GBP,,Jamaica Road,,TESCO STORES 4359      LONDON        GBR,,-2.8,
tx_0000As2TfRbyijCWQVUSJv,14-03-2025,07:58:05,Card payment,Uber,🚖,Transport,-21.74,GBP,-21.74,GBP,,Aldgate Tower First Floor,,UBER   * PENDING       London        GBR,,-21.74,
tx_0000As30xF2PVM5fD9NRVR,14-03-2025,14:11:04,Card payment,Deliveroo,🍝🦘,Eating out,-18.99,GBP,-18.99,GBP,,,,DELIVEROO              +442036999977 GBR,,-18.99,
tx_0000As312M9oSikNzCfOvx,14-03-2025,14:12:00,Pot transfer,Holiday Pot,,Savings,50,GBP,50,GBP,,,,,,,50
tx_0000As317AFSAPve8nABZR,14-03-2025,14:12:52,Card payment,Deliveroo,🍝🦘,Eating out,18.99,GBP,18.99,GBP,,,,DELIVEROO              +442036999977 GBR,,,18.99
tx_0000As31tVy4iW1djT9L29,14-03-2025,14:21:36,Card payment,Deliveroo,🍝🦘,Eating out,-13.2,GBP,-13.2,GBP,,,,DELIVEROO              +442036999977 GBR,,-13.2,
tx_0000As7EDkxWfMYdZvvls9,16-03-2025,14:58:34,Card payment,Human Forest,🚗,Transport,-6,GBP,-6,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-6,
tx_0000As7Fxg3DLZSH9NETlB,16-03-2025,15:18:04,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000As7G68ObqPWSie6gy1,16-03-2025,15:19:36,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000As7JeFLcntNiwxGzlx,16-03-2025,15:59:23,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000As7JlvIZEL7iz0sS9p,16-03-2025,16:00:46,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000As7M2PstTpRB5Ek5vG,16-03-2025,16:26:09,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000As7MDCPbuVNnGwa2eA,16-03-2025,16:28:06,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000As7Q0jLGZ8zh41oWsj,16-03-2025,17:10:40,Card payment,Deliveroo,🍝🦘,Eating out,-9.74,GBP,-9.74,GBP,,,,DELIVEROO              +442036999977 GBR,,-9.74,
tx_0000As7wYQu2pEsVGKajMP,16-03-2025,23:15:19,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000As7wh2A6BIY5wdKuor,16-03-2025,23:16:53,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AsBKyk0NPKFqcfTanh,18-03-2025,14:33:08,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
tx_0000AsBL7h6xXH8Z8zMwsc,18-03-2025,14:34:45,Card payment,Human Forest,🚗,Transport,5,GBP,5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,,5
tx_0000AsC7lA6EUHS0Duj0Mr,18-03-2025,23:39:43,Card payment,Human Forest,🚗,Transport,-5,GBP,-5,GBP,,207-209 Southwark Bridge Road,,FOREST                 +442081577491 GBR,,-5,
